,id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2,year
586,587,Mumbai,2017-04-12,JJ Bumrah,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,wickets,4.0,N,,Nitin Menon,CK Nandan,2017
587,588,Kolkata,2017-04-13,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,N,,A Deshmukh,NJ Llong,2017
588,589,Bengaluru,2017-04-14,KA Pollard,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,4.0,N,,KN Ananthapadmanabhan,AK Chaudhary,2017
589,590,Rajkot,2017-04-14,AJ Tye,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,field,Gujarat Lions,wickets,7.0,N,,A Nand Kishore,S Ravi,2017
590,591,Kolkata,2017-04-15,RV Uthappa,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,17.0,N,,AY Dandekar,NJ Llong,2017
591,592,Delhi,2017-04-15,CJ Anderson,Feroz Shah Kotla,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,Delhi Capitals,runs,51.0,N,,YC Barde,Nitin Menon,2017
592,593,Mumbai,2017-04-16,N Rana,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Gujarat Lions,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,,A Nand Kishore,S Ravi,2017
593,594,Bengaluru,2017-04-16,BA Stokes,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Rising Pune Supergiant,Royal Challengers Bengaluru,field,Rising Pune Supergiant,runs,27.0,N,,KN Ananthapadmanabhan,C Shamshuddin,2017
594,595,Delhi,2017-04-17,NM Coulter-Nile,Feroz Shah Kotla,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,4.0,N,,Nitin Menon,CK Nandan,2017
595,596,Hyderabad,2017-04-17,B Kumar,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad,runs,5.0,N,,AY Dandekar,A Deshmukh,2017
596,597,Rajkot,2017-04-18,CH Gayle,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Royal Challengers Bengaluru,Gujarat Lions,field,Royal Challengers Bengaluru,runs,21.0,N,,S Ravi,VK Sharma,2017
597,598,Hyderabad,2017-04-19,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,15.0,N,,CB Gaffaney,NJ Llong,2017
598,599,Indore,2017-04-20,JC Buttler,Holkar Cricket Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,N,,M Erasmus,C Shamshuddin,2017
599,600,Kolkata,2017-04-21,SK Raina,Eden Gardens,0,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,4.0,N,,CB Gaffaney,Nitin Menon,2017
600,601,Mumbai,2017-04-22,MJ McClenaghan,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,14.0,N,,A Nand Kishore,S Ravi,2017
601,602,Pune,2017-04-22,MS Dhoni,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,6.0,N,,AY Dandekar,A Deshmukh,2017
602,603,Rajkot,2017-04-23,HM Amla,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Kings XI Punjab,Gujarat Lions,field,Kings XI Punjab,runs,26.0,N,,AK Chaudhary,M Erasmus,2017
603,604,Kolkata,2017-04-23,NM Coulter-Nile,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,82.0,N,,CB Gaffaney,CK Nandan,2017
604,605,Mumbai,2017-04-24,BA Stokes,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Rising Pune Supergiant,runs,3.0,N,,A Nand Kishore,S Ravi,2017
605,606,Pune,2017-04-26,RV Uthappa,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,N,,AY Dandekar,NJ Llong,2017
606,607,Bengaluru,2017-04-27,AJ Tye,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,7.0,N,,AK Chaudhary,C Shamshuddin,2017
607,608,Kolkata,2017-04-28,G Gambhir,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,N,,NJ Llong,S Ravi,2017
608,609,Chandigarh,2017-04-28,Rashid Khan,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,26.0,N,,Nitin Menon,CK Nandan,2017
609,610,Pune,2017-04-29,LH Ferguson,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rising Pune Supergiant,runs,61.0,N,,KN Ananthapadmanabhan,M Erasmus,2017
610,611,Rajkot,2017-04-29,KH Pandya,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,Mumbai Indians,tie,,Y,,AK Chaudhary,CB Gaffaney,2017
611,612,Chandigarh,2017-04-30,Sandeep Sharma,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,field,Kings XI Punjab,wickets,10.0,N,,YC Barde,CK Nandan,2017
612,613,Hyderabad,2017-04-30,DA Warner,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,48.0,N,,AY Dandekar,S Ravi,2017
613,614,Mumbai,2017-05-01,RG Sharma,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Mumbai Indians,wickets,5.0,N,,AK Chaudhary,CB Gaffaney,2017
614,615,Pune,2017-05-01,BA Stokes,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,5.0,N,,M Erasmus,C Shamshuddin,2017
615,616,Delhi,2017-05-02,Mohammed Shami,Feroz Shah Kotla,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Delhi Capitals,wickets,6.0,N,,YC Barde,Nitin Menon,2017
616,617,Kolkata,2017-05-03,RA Tripathi,Eden Gardens,0,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,4.0,N,,KN Ananthapadmanabhan,A Nand Kishore,2017
617,618,Delhi,2017-05-04,RR Pant,Feroz Shah Kotla,0,Delhi Capitals,Gujarat Lions,Delhi Capitals,field,Delhi Capitals,wickets,7.0,N,,M Erasmus,Nitin Menon,2017
618,619,Bengaluru,2017-05-05,Sandeep Sharma,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kings XI Punjab,Royal Challengers Bengaluru,field,Kings XI Punjab,runs,19.0,N,,CB Gaffaney,C Shamshuddin,2017
619,620,Hyderabad,2017-05-06,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,field,Rising Pune Supergiant,runs,12.0,N,,KN Ananthapadmanabhan,AK Chaudhary,2017
620,621,Delhi,2017-05-06,LMP Simmons,Feroz Shah Kotla,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,runs,146.0,N,,Nitin Menon,CK Nandan,2017
621,622,Bengaluru,2017-05-07,SP Narine,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,,AY Dandekar,C Shamshuddin,2017
622,623,Chandigarh,2017-05-07,DR Smith,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,6.0,N,,A Nand Kishore,VK Sharma,2017
623,624,Hyderabad,2017-05-08,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7.0,N,,KN Ananthapadmanabhan,M Erasmus,2017
624,625,Chandigarh,2017-05-09,MM Sharma,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,runs,14.0,N,,A Nand Kishore,S Ravi,2017
625,626,Kanpur,2017-05-10,SS Iyer,Green Park,0,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,2.0,N,,YC Barde,AK Chaudhary,2017
626,627,Mumbai,2017-05-11,WP Saha,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab,runs,7.0,N,,A Deshmukh,A Nand Kishore,2017
627,628,Delhi,2017-05-12,KK Nair,Feroz Shah Kotla,0,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals,bat,Delhi Capitals,runs,7.0,N,,KN Ananthapadmanabhan,CK Nandan,2017
628,629,Kanpur,2017-05-13,Mohammed Siraj,Green Park,0,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,N,,AK Chaudhary,Nitin Menon,2017
629,630,Kolkata,2017-05-13,AT Rayudu,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,runs,9.0,N,,A Nand Kishore,S Ravi,2017
630,631,Pune,2017-05-14,JD Unadkat,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,field,Rising Pune Supergiant,wickets,9.0,N,,AY Dandekar,A Deshmukh,2017
631,632,Delhi,2017-05-14,HV Patel,Feroz Shah Kotla,0,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,10.0,N,,CK Nandan,C Shamshuddin,2017
632,633,Mumbai,2017-05-16,Washington Sundar,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,Rising Pune Supergiant,runs,20.0,N,,S Ravi,C Shamshuddin,2017
633,634,Bengaluru,2017-05-17,NM Coulter-Nile,M Chinnaswamy Stadium,0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,N,D/L,AK Chaudhary,Nitin Menon,2017
634,635,Bengaluru,2017-05-19,KV Sharma,M Chinnaswamy Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,,NJ Llong,Nitin Menon,2017
635,636,Hyderabad,2017-05-21,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,Mumbai Indians,runs,1.0,N,,NJ Llong,S Ravi,2017
636,637,Mumbai,2018-04-07,DJ Bravo,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,1.0,N,,CB Gaffaney,A Nand Kishore,2018
637,638,Chandigarh,2018-04-08,KL Rahul,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,N,,KN Ananthapadmanabhan,RJ Tucker,2018
638,639,Kolkata,2018-04-08,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4.0,N,,C Shamshuddin,A Deshmukh,2018
639,640,Hyderabad,2018-04-09,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9.0,N,,VA Kulkarni,NJ Llong,2018
640,641,Chennai,2018-04-10,SW Billings,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,N,,CB Gaffaney,AK Chaudhary,2018
641,642,Jaipur,2018-04-11,SV Samson,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,10.0,N,D/L,KN Ananthapadmanabhan,Nitin Menon,2018
642,643,Hyderabad,2018-04-12,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,1.0,N,,NJ Llong,CK Nandan,2018
643,644,Bengaluru,2018-04-13,UT Yadav,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kings XI Punjab,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,N,,A Deshmukh,S Ravi,2018
644,645,Mumbai,2018-04-14,JJ Roy,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,N,,KN Ananthapadmanabhan,Nitin Menon,2018
645,646,Kolkata,2018-04-14,B Stanlake,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5.0,N,,AK Chaudhary,A Nand Kishore,2018
646,647,Bengaluru,2018-04-15,SV Samson,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,Rajasthan Royals,runs,19.0,N,,C Shamshuddin,S Ravi,2018
647,648,Chandigarh,2018-04-15,CH Gayle,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,runs,4.0,N,,VA Kulkarni,CK Nandan,2018
648,649,Kolkata,2018-04-16,N Rana,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,runs,71.0,N,,AK Chaudhary,A Nand Kishore,2018
649,650,Mumbai,2018-04-17,RG Sharma,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Mumbai Indians,runs,46.0,N,,RJ Tucker,Nitin Menon,2018
650,651,Jaipur,2018-04-18,N Rana,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,N,,A Deshmukh,S Ravi,2018
651,652,Chandigarh,2018-04-19,CH Gayle,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Kings XI Punjab,runs,15.0,N,,NJ Llong,AK Chaudhary,2018
652,653,Pune,2018-04-20,SR Watson,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,64.0,N,,KN Ananthapadmanabhan,Nitin Menon,2018
653,654,Kolkata,2018-04-21,KL Rahul,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,9.0,N,D/L,C Shamshuddin,A Deshmukh,2018
654,655,Bengaluru,2018-04-21,AB de Villiers,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,6.0,N,,CB Gaffaney,CK Nandan,2018
655,656,Hyderabad,2018-04-22,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,runs,4.0,N,,VA Kulkarni,AK Chaudhary,2018
656,657,Jaipur,2018-04-22,JC Archer,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Rajasthan Royals,wickets,3.0,N,,KN Ananthapadmanabhan,RJ Tucker,2018
657,658,Delhi,2018-04-23,AS Rajpoot,Feroz Shah Kotla,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,Kings XI Punjab,runs,4.0,N,,A Nand Kishore,CK Nandan,2018
658,659,Mumbai,2018-04-24,Rashid Khan,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,runs,31.0,N,,C Shamshuddin,S Ravi,2018
659,660,Bengaluru,2018-04-25,MS Dhoni,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,N,,NJ Llong,VK Sharma,2018
660,661,Hyderabad,2018-04-26,AS Rajpoot,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Sunrisers Hyderabad,runs,13.0,N,,YC Barde,CK Nandan,2018
661,662,Delhi,2018-04-27,SS Iyer,Feroz Shah Kotla,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,55.0,N,,C Shamshuddin,S Ravi,2018
662,663,Pune,2018-04-28,RG Sharma,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,N,,CB Gaffaney,Nitin Menon,2018
663,664,Jaipur,2018-04-29,KS Williamson,Sawai Mansingh Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,11.0,N,,BNJ Oxenford,A Nand Kishore,2018
664,665,Bengaluru,2018-04-29,CA Lynn,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,,NJ Llong,AK Chaudhary,2018
665,666,Pune,2018-04-30,SR Watson,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,13.0,N,,AY Dandekar,C Shamshuddin,2018
666,667,Bengaluru,2018-05-01,TG Southee,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bengaluru,runs,14.0,N,,M Erasmus,Nitin Menon,2018
667,668,Delhi,2018-05-02,RR Pant,Feroz Shah Kotla,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,4.0,N,D/L,VK Sharma,CK Nandan,2018
668,669,Kolkata,2018-05-03,SP Narine,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,,HDPK Dharmasena,A Deshmukh,2018
669,670,Indore,2018-05-04,SA Yadav,Holkar Cricket Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,N,,AY Dandekar,S Ravi,2018
670,671,Pune,2018-05-05,RA Jadeja,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,N,,Nitin Menon,YC Barde,2018
671,672,Hyderabad,2018-05-05,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,7.0,N,,BNJ Oxenford,CK Nandan,2018
672,673,Mumbai,2018-05-06,HH Pandya,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,13.0,N,,HDPK Dharmasena,A Deshmukh,2018
673,674,Indore,2018-05-06,Mujeeb Ur Rahman,Holkar Cricket Stadium,0,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,N,,C Shamshuddin,S Ravi,2018
674,675,Hyderabad,2018-05-07,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,5.0,N,,BNJ Oxenford,VK Sharma,2018
675,676,Jaipur,2018-05-08,JC Buttler,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,Rajasthan Royals,runs,15.0,N,,M Erasmus,Nitin Menon,2018
676,677,Kolkata,2018-05-09,Ishan Kishan,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,runs,102.0,N,,KN Ananthapadmanabhan,AK Chaudhary,2018
677,678,Delhi,2018-05-10,S Dhawan,Feroz Shah Kotla,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,9.0,N,,AY Dandekar,C Shamshuddin,2018
678,679,Jaipur,2018-05-11,JC Buttler,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,4.0,N,,M Erasmus,YC Barde,2018
679,680,Indore,2018-05-12,SP Narine,Holkar Cricket Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,Kolkata Knight Riders,runs,31.0,N,,VK Sharma,CK Nandan,2018
680,681,Delhi,2018-05-12,AB de Villiers,Feroz Shah Kotla,0,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,5.0,N,,KN Ananthapadmanabhan,HDPK Dharmasena,2018
681,682,Pune,2018-05-13,AT Rayudu,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,wickets,8.0,N,,M Erasmus,YC Barde,2018
682,683,Mumbai,2018-05-13,JC Buttler,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,N,,Nitin Menon,S Ravi,2018
683,684,Indore,2018-05-14,UT Yadav,Holkar Cricket Stadium,0,Kings XI Punjab,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,10.0,N,,BNJ Oxenford,VK Sharma,2018
684,685,Kolkata,2018-05-15,Kuldeep Yadav,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,,HDPK Dharmasena,AK Chaudhary,2018
685,686,Mumbai,2018-05-16,JJ Bumrah,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians,runs,3.0,N,,M Erasmus,Nitin Menon,2018
686,687,Bengaluru,2018-05-17,AB de Villiers,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,runs,14.0,N,,AY Dandekar,S Ravi,2018
687,688,Delhi,2018-05-18,HV Patel,Feroz Shah Kotla,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,runs,34.0,N,,VA Kulkarni,HDPK Dharmasena,2018
688,689,Jaipur,2018-05-19,S Gopal,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Rajasthan Royals,runs,30.0,N,,BNJ Oxenford,VK Sharma,2018
689,690,Hyderabad,2018-05-19,CA Lynn,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,5.0,N,,AK Chaudhary,S Ravi,2018
690,691,Delhi,2018-05-20,A Mishra,Feroz Shah Kotla,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Delhi Capitals,runs,11.0,N,,HDPK Dharmasena,CK Nandan,2018
691,692,Pune,2018-05-20,L Ngidi,Maharashtra Cricket Association Stadium,0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,N,,Nitin Menon,YC Barde,2018
692,693,Mumbai,2018-05-22,F du Plessis,"Wankhede Stadium, Mumbai",0,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,2.0,N,,C Shamshuddin,M Erasmus,2018
693,694,Kolkata,2018-05-23,AD Russell,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,25.0,N,,AK Chaudhary,Nitin Menon,2018
694,695,Kolkata,2018-05-25,Rashid Khan,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,14.0,N,,HDPK Dharmasena,Nitin Menon,2018
695,696,Mumbai,2018-05-27,SR Watson,"Wankhede Stadium, Mumbai",0,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,wickets,8.0,N,,M Erasmus,S Ravi,2018
696,697,Chennai,2019-03-23,Harbhajan Singh,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,N,,AY Dandekar,BNJ Oxenford,2019
697,698,Kolkata,2019-03-24,AD Russell,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,,CB Gaffaney,AK Chaudhary,2019
698,699,Mumbai,2019-03-24,RR Pant,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Delhi Capitals,runs,37.0,N,,YC Barde,S Ravi,2019
699,700,Jaipur,2019-03-25,CH Gayle,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Kings XI Punjab,runs,14.0,N,,KN Ananthapadmanabhan,C Shamshuddin,2019
700,701,Delhi,2019-03-26,SR Watson,Feroz Shah Kotla,0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,wickets,6.0,N,,M Erasmus,Nitin Menon,2019
701,702,Kolkata,2019-03-27,AD Russell,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders,runs,28.0,N,,VA Kulkarni,AK Chaudhary,2019
702,703,Bengaluru,2019-03-28,JJ Bumrah,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,field,Mumbai Indians,runs,6.0,N,,CK Nandan,S Ravi,2019
703,704,Hyderabad,2019-03-29,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,5.0,N,,C Shamshuddin,BNJ Oxenford,2019
